job_id,job_title,company,location,employment_type,experience_level,industry,skills_required,salary_min_usd,salary_max_usd,remote_allowed,posted_date,salary_avg_usd,salary_min_inr,salary_max_inr,salary_avg_inr,salary_min_lpa,salary_max_lpa,salary_avg_lpa,skills_list
30,DevOps Engineer,Microsoft,"Berlin, Germany",Contract,Entry level,Healthcare,"Excel, Docker, Azure, React, AWS",75825,133564,True,16-06-2024,104694.5,6293475.0,11085812.0,8689643.5,62.93475,110.85812,86.896435,"['excel', 'docker', 'azure', 'react', 'aws']"
31,Software Engineer,Salesforce,"London, UK",Internship,Entry level,Healthcare,"JavaScript, Docker, Tableau, Data Visualization, Power BI",105108,164803,False,16-07-2023,134955.5,8723964.0,13678649.0,11201306.5,87.23964,136.78649,112.013065,"['javascript', 'docker', 'tableau', 'data visualization', 'power bi']"
32,Product Manager,Adobe,"Bangalore, India",Part-time,Entry level,Healthcare,"SQL, React, Tableau, JavaScript, Excel",107905,175859,False,21-04-2024,141882.0,8956115.0,14596297.0,11776206.0,89.56115,145.96297,117.76206,"['sql', 'react', 'tableau', 'javascript', 'excel']"
33,Data Analyst,Google,"Seattle, USA",Internship,Entry level,E-commerce,"Node.js, Excel, Data Visualization, JavaScript, Docker, Kubernetes",76100,105413,False,19-08-2023,90756.5,6316300.0,8749279.0,7532789.5,63.163,87.49279,75.327895,"['node.js', 'excel', 'data visualization', 'javascript', 'docker', 'kubernetes']"
34,Data Scientist,IBM,"Seattle, USA",Part-time,Director,Technology,"Node.js, React, SQL, Kubernetes",69342,80068,True,07-09-2023,74705.0,5755386.0,6645644.0,6200515.0,57.55386,66.45644,62.00515,"['node.js', 'react', 'sql', 'kubernetes']"
35,Full Stack Developer,Salesforce,Remote,Internship,Director,Finance,"Kubernetes, AWS, Tableau, JavaScript, Excel, React",119616,171204,False,20-04-2024,145410.0,9928128.0,14209932.0,12069030.0,99.28128,142.09932,120.6903,"['kubernetes', 'aws', 'tableau', 'javascript', 'excel', 'react']"
36,Data Scientist,FinTechHub,"London, UK",Part-time,Senior level,Healthcare,"Node.js, Machine Learning, SQL, Java, Power BI",85992,153646,True,02-09-2023,119819.0,7137336.0,12752618.0,9944977.0,71.37336,127.52618,99.44977,"['node.js', 'machine learning', 'sql', 'java', 'power bi']"
37,Data Scientist,IBM,"Toronto, Canada",Contract,Director,E-commerce,"JavaScript, React, Docker",70028,108071,False,28-01-2024,89049.5,5812324.0,8969893.0,7391108.5,58.12324,89.69893,73.911085,"['javascript', 'react', 'docker']"
38,Full Stack Developer,Google,"Berlin, Germany",Contract,Director,E-commerce,"Kubernetes, JavaScript, AWS, Docker",52560,112417,False,21-08-2024,82488.5,4362480.0,9330611.0,6846545.5,43.6248,93.30611,68.465455,"['kubernetes', 'javascript', 'aws', 'docker']"
39,DevOps Engineer,FinTechHub,"Austin, USA",Internship,Mid level,Education,"Node.js, Docker, Data Visualization",100968,155025,True,30-01-2023,127996.5,8380344.0,12867075.0,10623709.5,83.80344,128.67075,106.237095,"['node.js', 'docker', 'data visualization']"
40,Full Stack Developer,Amazon,"New York, USA",Contract,Director,Healthcare,"Kubernetes, Azure, React, Docker",106179,133965,False,27-03-2023,120072.0,8812857.0,11119095.0,9965976.0,88.12857,111.19095,99.65976,"['kubernetes', 'azure', 'react', 'docker']"
41,Full Stack Developer,Google,Remote,Full-time,Senior level,Finance,"Tableau, Excel, Python",83065,103800,True,07-03-2024,93432.5,6894395.0,8615400.0,7754897.5,68.94395,86.154,77.548975,"['tableau', 'excel', 'python']"
42,AI Researcher,Amazon,"Seattle, USA",Part-time,Director,Technology,"Kubernetes, Power BI, AWS, Azure",76130,88801,True,11-09-2023,82465.5,6318790.0,7370483.0,6844636.5,63.1879,73.70483,68.446365,"['kubernetes', 'power bi', 'aws', 'azure']"
43,Data Scientist,Salesforce,"New York, USA",Contract,Director,E-commerce,"SQL, Data Visualization, Power BI, Excel",71465,122233,True,28-04-2023,96849.0,5931595.0,10145339.0,8038467.0,59.31595,101.45339,80.38467,"['sql', 'data visualization', 'power bi', 'excel']"
44,AI Researcher,Google,"Berlin, Germany",Internship,Senior level,Technology,"Python, React, Docker, Kubernetes, SQL",89529,115395,False,15-04-2023,102462.0,7430907.0,9577785.0,8504346.0,74.30907,95.77785,85.04346,"['python', 'react', 'docker', 'kubernetes', 'sql']"
45,DevOps Engineer,Amazon,Remote,Contract,Director,E-commerce,"React, Power BI, Data Visualization, AWS, Azure, JavaScript",110258,140310,True,06-01-2024,125284.0,9151414.0,11645730.0,10398572.0,91.51414,116.4573,103.98572,"['react', 'power bi', 'data visualization', 'aws', 'azure', 'javascript']"
46,Full Stack Developer,Salesforce,"Toronto, Canada",Contract,Entry level,E-commerce,"Java, Kubernetes, JavaScript, Azure, AWS",109087,151050,False,13-10-2023,130068.5,9054221.0,12537150.0,10795685.5,90.54221,125.3715,107.956855,"['java', 'kubernetes', 'javascript', 'azure', 'aws']"
47,Marketing Analyst,Meta,"San Francisco, USA",Part-time,Director,E-commerce,"Power BI, Kubernetes, Excel, Node.js",86211,97541,False,14-10-2023,91876.0,7155513.0,8095903.0,7625708.0,71.55513,80.95903,76.25708,"['power bi', 'kubernetes', 'excel', 'node.js']"
48,Business Analyst,Meta,"Toronto, Canada",Part-time,Senior level,Education,"Kubernetes, Machine Learning, React, Azure, Docker",52260,74456,False,03-04-2024,63358.0,4337580.0,6179848.0,5258714.0,43.3758,61.79848,52.58714,"['kubernetes', 'machine learning', 'react', 'azure', 'docker']"
49,Business Analyst,Netflix,"Seattle, USA",Full-time,Mid level,Healthcare,"Power BI, Machine Learning, Tableau",109473,154982,True,27-12-2023,132227.5,9086259.0,12863506.0,10974882.5,90.86259,128.63506,109.748825,"['power bi', 'machine learning', 'tableau']"
50,Business Analyst,FinTechHub,Remote,Contract,Entry level,Finance,"JavaScript, Azure, Java, AWS, Python",78361,151825,True,16-07-2023,115093.0,6503963.0,12601475.0,9552719.0,65.03963,126.01475,95.52719,"['javascript', 'azure', 'java', 'aws', 'python']"
51,Marketing Analyst,Netflix,"Austin, USA",Internship,Entry level,Technology,"Kubernetes, Node.js, React, Azure, Java",55965,73111,True,08-10-2023,64538.0,4645095.0,6068213.0,5356654.0,46.45095,60.68213,53.56654,"['kubernetes', 'node.js', 'react', 'azure', 'java']"
52,Data Scientist,IBM,"Bangalore, India",Full-time,Entry level,Finance,"Tableau, Data Visualization, AWS, SQL",112616,137569,True,16-09-2023,125092.5,9347128.0,11418227.0,10382677.5,93.47128,114.18227,103.826775,"['tableau', 'data visualization', 'aws', 'sql']"
53,Marketing Analyst,IBM,"Bangalore, India",Internship,Senior level,Education,"AWS, Data Visualization, React, Python, Tableau, SQL",104548,144129,True,02-05-2023,124338.5,8677484.0,11962707.0,10320095.5,86.77484,119.62707,103.200955,"['aws', 'data visualization', 'react', 'python', 'tableau', 'sql']"
54,Software Engineer,Meta,"Austin, USA",Full-time,Mid level,Technology,"Kubernetes, Power BI, Data Visualization, Node.js, AWS, Python",84687,105328,True,05-08-2023,95007.5,7029021.0,8742224.0,7885622.5,70.29021,87.42224,78.856225,"['kubernetes', 'power bi', 'data visualization', 'node.js', 'aws', 'python']"
55,Data Scientist,StartupX,"Seattle, USA",Contract,Mid level,E-commerce,"Machine Learning, JavaScript, Excel",87056,156566,True,23-10-2023,121811.0,7225648.0,12994978.0,10110313.0,72.25648,129.94978,101.10313,"['machine learning', 'javascript', 'excel']"
56,Data Analyst,Amazon,"London, UK",Contract,Director,Technology,"Power BI, AWS, Node.js, Docker, React, Machine Learning",68643,88002,False,30-09-2023,78322.5,5697369.0,7304166.0,6500767.5,56.97369,73.04166,65.007675,"['power bi', 'aws', 'node.js', 'docker', 'react', 'machine learning']"
57,DevOps Engineer,FinTechHub,"Berlin, Germany",Contract,Entry level,Technology,"Excel, React, Data Visualization, Tableau",60543,75767,True,24-03-2024,68155.0,5025069.0,6288661.0,5656865.0,50.25069,62.88661,56.56865,"['excel', 'react', 'data visualization', 'tableau']"
58,Full Stack Developer,Adobe,"Bangalore, India",Contract,Mid level,Education,"Excel, React, Kubernetes, SQL, Tableau, Azure",55273,88235,False,03-10-2023,71754.0,4587659.0,7323505.0,5955582.0,45.87659,73.23505,59.55582,"['excel', 'react', 'kubernetes', 'sql', 'tableau', 'azure']"
59,Software Engineer,Tesla,"Toronto, Canada",Internship,Senior level,E-commerce,"Kubernetes, SQL, Azure",92081,115791,False,08-12-2023,103936.0,7642723.0,9610653.0,8626688.0,76.42723,96.10653,86.26688,"['kubernetes', 'sql', 'azure']"
60,Marketing Analyst,Google,Remote,Internship,Director,Technology,"Machine Learning, Azure, Data Visualization, Kubernetes",65194,128170,False,28-11-2023,96682.0,5411102.0,10638110.0,8024606.0,54.11102,106.3811,80.24606,"['machine learning', 'azure', 'data visualization', 'kubernetes']"
61,Marketing Analyst,Amazon,"London, UK",Internship,Director,Technology,"Excel, Data Visualization, Tableau",76680,121683,True,22-02-2023,99181.5,6364440.0,10099689.0,8232064.5,63.6444,100.99689,82.320645,"['excel', 'data visualization', 'tableau']"
62,Marketing Analyst,IBM,"San Francisco, USA",Part-time,Entry level,E-commerce,"Excel, React, Java",90730,102522,False,12-06-2023,96626.0,7530590.0,8509326.0,8019958.0,75.3059,85.09326,80.19958,"['excel', 'react', 'java']"
63,DevOps Engineer,Oracle,"Bangalore, India",Part-time,Director,Education,"Docker, JavaScript, Data Visualization, Machine Learning",116698,162536,True,26-10-2023,139617.0,9685934.0,13490488.0,11588211.0,96.85934,134.90488,115.88211,"['docker', 'javascript', 'data visualization', 'machine learning']"
64,Machine Learning Engineer,Adobe,"London, UK",Full-time,Senior level,Healthcare,"React, Java, Kubernetes, Machine Learning, Tableau, Azure",86208,150595,False,13-03-2023,118401.5,7155264.0,12499385.0,9827324.5,71.55264,124.99385,98.273245,"['react', 'java', 'kubernetes', 'machine learning', 'tableau', 'azure']"
65,Machine Learning Engineer,Meta,"Seattle, USA",Internship,Mid level,E-commerce,"Azure, Power BI, Kubernetes",99441,169123,False,19-07-2024,134282.0,8253603.0,14037209.0,11145406.0,82.53603,140.37209,111.45406,"['azure', 'power bi', 'kubernetes']"
66,Data Analyst,Amazon,Remote,Contract,Entry level,E-commerce,"Machine Learning, Kubernetes, Python",69936,144859,True,31-01-2024,107397.5,5804688.0,12023297.0,8913992.5,58.04688,120.23297,89.139925,"['machine learning', 'kubernetes', 'python']"
67,Full Stack Developer,Netflix,"Berlin, Germany",Internship,Entry level,Healthcare,"Azure, Excel, Power BI, Kubernetes, Machine Learning, Python",70232,90039,True,24-02-2024,80135.5,5829256.0,7473237.0,6651246.5,58.29256,74.73237,66.512465,"['azure', 'excel', 'power bi', 'kubernetes', 'machine learning', 'python']"
68,Data Scientist,IBM,"San Francisco, USA",Full-time,Director,Finance,"Node.js, Python, React, Azure, Tableau",87667,127484,False,29-08-2023,107575.5,7276361.0,10581172.0,8928766.5,72.76361,105.81172,89.287665,"['node.js', 'python', 'react', 'azure', 'tableau']"
69,Software Engineer,Meta,Remote,Internship,Mid level,Finance,"SQL, Data Visualization, Docker, React",99131,165581,True,03-01-2024,132356.0,8227873.0,13743223.0,10985548.0,82.27873,137.43223,109.85548,"['sql', 'data visualization', 'docker', 'react']"
70,Full Stack Developer,StartupX,"London, UK",Internship,Senior level,Technology,"Node.js, AWS, Excel, Machine Learning, Java, SQL",68758,109191,False,24-05-2024,88974.5,5706914.0,9062853.0,7384883.5,57.06914,90.62853,73.848835,"['node.js', 'aws', 'excel', 'machine learning', 'java', 'sql']"
71,Business Analyst,Oracle,"London, UK",Part-time,Director,E-commerce,"JavaScript, Docker, Data Visualization",89210,154825,False,20-12-2023,122017.5,7404430.0,12850475.0,10127452.5,74.0443,128.50475,101.274525,"['javascript', 'docker', 'data visualization']"
72,Data Analyst,StartupX,"Toronto, Canada",Contract,Entry level,Education,"Node.js, Data Visualization, Power BI",88780,137476,False,11-08-2024,113128.0,7368740.0,11410508.0,9389624.0,73.6874,114.10508,93.89624,"['node.js', 'data visualization', 'power bi']"
73,Product Manager,StartupX,"Seattle, USA",Contract,Mid level,Technology,"AWS, Tableau, Kubernetes",80162,136341,True,21-10-2023,108251.5,6653446.0,11316303.0,8984874.5,66.53446,113.16303,89.848745,"['aws', 'tableau', 'kubernetes']"
74,Data Scientist,Netflix,"Berlin, Germany",Internship,Mid level,Finance,"Tableau, Machine Learning, Azure, React",97823,125047,False,16-08-2024,111435.0,8119309.0,10378901.0,9249105.0,81.19309,103.78901,92.49105,"['tableau', 'machine learning', 'azure', 'react']"
75,Business Analyst,FinTechHub,"Berlin, Germany",Full-time,Director,Technology,"Tableau, JavaScript, Excel, Power BI",83681,156837,False,18-06-2023,120259.0,6945523.0,13017471.0,9981497.0,69.45523,130.17471,99.81497,"['tableau', 'javascript', 'excel', 'power bi']"
76,DevOps Engineer,Google,"London, UK",Full-time,Director,Healthcare,"Data Visualization, Docker, Excel, Azure, SQL",97942,119778,True,24-07-2024,108860.0,8129186.0,9941574.0,9035380.0,81.29186,99.41574,90.3538,"['data visualization', 'docker', 'excel', 'azure', 'sql']"
77,AI Researcher,Meta,"San Francisco, USA",Internship,Senior level,E-commerce,"Java, Python, React",53280,106272,False,27-04-2024,79776.0,4422240.0,8820576.0,6621408.0,44.2224,88.20576,66.21408,"['java', 'python', 'react']"
78,Product Manager,Adobe,"Austin, USA",Internship,Director,Healthcare,"Data Visualization, Power BI, React, Java, Docker, SQL",65220,87959,False,19-05-2024,76589.5,5413260.0,7300597.0,6356928.5,54.1326,73.00597,63.569285,"['data visualization', 'power bi', 'react', 'java', 'docker', 'sql']"
79,Machine Learning Engineer,Meta,"Bangalore, India",Internship,Mid level,Healthcare,"Excel, Azure, Machine Learning",86666,100954,False,22-02-2024,93810.0,7193278.0,8379182.0,7786230.0,71.93278,83.79182,77.8623,"['excel', 'azure', 'machine learning']"
80,Product Manager,Microsoft,"Bangalore, India",Full-time,Mid level,Education,"Python, Tableau, Azure",102184,148344,True,04-03-2023,125264.0,8481272.0,12312552.0,10396912.0,84.81272,123.12552,103.96912,"['python', 'tableau', 'azure']"
81,Marketing Analyst,Meta,"Seattle, USA",Part-time,Senior level,Finance,"AWS, React, Java",76896,95888,True,09-05-2023,86392.0,6382368.0,7958704.0,7170536.0,63.82368,79.58704,71.70536,"['aws', 'react', 'java']"
82,Data Scientist,StartupX,"New York, USA",Part-time,Entry level,Healthcare,"Data Visualization, Azure, Python, Java",82853,115724,False,07-07-2024,99288.5,6876799.0,9605092.0,8240945.5,68.76799,96.05092,82.409455,"['data visualization', 'azure', 'python', 'java']"
83,Marketing Analyst,Microsoft,"San Francisco, USA",Internship,Director,Healthcare,"Kubernetes, Machine Learning, JavaScript",66614,131790,True,23-02-2023,99202.0,5528962.0,10938570.0,8233766.0,55.28962,109.3857,82.33766,"['kubernetes', 'machine learning', 'javascript']"
84,Data Analyst,Google,"Bangalore, India",Internship,Director,Technology,"Power BI, Kubernetes, SQL, Tableau, Azure, Data Visualization",89535,159571,True,17-06-2024,124553.0,7431405.0,13244393.0,10337899.0,74.31405,132.44393,103.37899,"['power bi', 'kubernetes', 'sql', 'tableau', 'azure', 'data visualization']"
85,AI Researcher,StartupX,Remote,Contract,Director,Education,"Kubernetes, Machine Learning, Data Visualization, Docker, SQL",66540,112586,True,09-03-2023,89563.0,5522820.0,9344638.0,7433729.0,55.2282,93.44638,74.33729,"['kubernetes', 'machine learning', 'data visualization', 'docker', 'sql']"
86,Full Stack Developer,Meta,"Toronto, Canada",Contract,Director,E-commerce,"Power BI, SQL, Azure, Docker, Tableau, AWS",78183,144553,False,18-07-2024,111368.0,6489189.0,11997899.0,9243544.0,64.89189,119.97899,92.43544,"['power bi', 'sql', 'azure', 'docker', 'tableau', 'aws']"
87,Data Scientist,Microsoft,"San Francisco, USA",Internship,Entry level,Healthcare,"Machine Learning, Python, Data Visualization, Node.js",112163,130962,False,06-06-2023,121562.5,9309529.0,10869846.0,10089687.5,93.09529,108.69846,100.896875,"['machine learning', 'python', 'data visualization', 'node.js']"
88,DevOps Engineer,FinTechHub,"New York, USA",Contract,Senior level,Healthcare,"Data Visualization, Machine Learning, JavaScript",103845,160191,True,06-05-2023,132018.0,8619135.0,13295853.0,10957494.0,86.19135,132.95853,109.57494,"['data visualization', 'machine learning', 'javascript']"
89,Machine Learning Engineer,Adobe,"Berlin, Germany",Full-time,Senior level,Education,"Tableau, Docker, Machine Learning, Data Visualization",79392,103576,True,08-05-2024,91484.0,6589536.0,8596808.0,7593172.0,65.89536,85.96808,75.93172,"['tableau', 'docker', 'machine learning', 'data visualization']"
90,Business Analyst,FinTechHub,"London, UK",Contract,Senior level,Technology,"React, Java, Data Visualization, Excel",53794,87441,False,01-10-2023,70617.5,4464902.0,7257603.0,5861252.5,44.64902,72.57603,58.612525,"['react', 'java', 'data visualization', 'excel']"
91,Data Scientist,FinTechHub,Remote,Part-time,Director,E-commerce,"Azure, Java, Node.js, AWS, Tableau, Data Visualization",68595,82613,True,13-03-2023,75604.0,5693385.0,6856879.0,6275132.0,56.93385,68.56879,62.75132,"['azure', 'java', 'node.js', 'aws', 'tableau', 'data visualization']"
92,AI Researcher,Google,"San Francisco, USA",Contract,Director,E-commerce,"Data Visualization, Kubernetes, Docker, AWS, JavaScript, Machine Learning",70392,101024,True,23-02-2023,85708.0,5842536.0,8384992.0,7113764.0,58.42536,83.84992,71.13764,"['data visualization', 'kubernetes', 'docker', 'aws', 'javascript', 'machine learning']"
93,Business Analyst,StartupX,"Bangalore, India",Contract,Entry level,Finance,"Data Visualization, Python, React, JavaScript, AWS, Power BI",106349,130883,True,20-12-2023,118616.0,8826967.0,10863289.0,9845128.0,88.26967,108.63289,98.45128,"['data visualization', 'python', 'react', 'javascript', 'aws', 'power bi']"
94,Data Scientist,Google,"Bangalore, India",Internship,Mid level,Finance,"Machine Learning, Power BI, JavaScript, Node.js, React, Azure",87938,140945,True,19-09-2023,114441.5,7298854.0,11698435.0,9498644.5,72.98854,116.98435,94.986445,"['machine learning', 'power bi', 'javascript', 'node.js', 'react', 'azure']"
95,Data Analyst,Oracle,"San Francisco, USA",Contract,Director,Education,"Power BI, Excel, Docker, AWS, SQL, Tableau",55544,122720,True,11-02-2024,89132.0,4610152.0,10185760.0,7397956.0,46.10152,101.8576,73.97956,"['power bi', 'excel', 'docker', 'aws', 'sql', 'tableau']"
96,Machine Learning Engineer,Microsoft,"Toronto, Canada",Full-time,Mid level,E-commerce,"Machine Learning, SQL, Docker, AWS, Azure, JavaScript",72527,142832,False,29-11-2023,107679.5,6019741.0,11855056.0,8937398.5,60.19741,118.55056,89.373985,"['machine learning', 'sql', 'docker', 'aws', 'azure', 'javascript']"
97,Data Scientist,Adobe,Remote,Part-time,Senior level,Healthcare,"JavaScript, SQL, Java, AWS",60011,136921,True,22-06-2023,98466.0,4980913.0,11364443.0,8172678.0,49.80913,113.64443,81.72678,"['javascript', 'sql', 'java', 'aws']"
98,Software Engineer,StartupX,"Bangalore, India",Internship,Director,Education,"React, Excel, Azure, Java, Kubernetes",70036,89912,True,27-06-2023,79974.0,5812988.0,7462696.0,6637842.0,58.12988,74.62696,66.37842,"['react', 'excel', 'azure', 'java', 'kubernetes']"
99,Business Analyst,Salesforce,"New York, USA",Contract,Entry level,Healthcare,"Kubernetes, Python, React, Azure, AWS, SQL",107961,157652,True,25-04-2024,132806.5,8960763.0,13085116.0,11022939.5,89.60763,130.85116,110.229395,"['kubernetes', 'python', 'react', 'azure', 'aws', 'sql']"
100,AI Researcher,Adobe,"New York, USA",Internship,Mid level,Healthcare,"Machine Learning, Java, Python, Kubernetes, SQL, Azure",100394,171042,True,03-06-2024,135718.0,8332702.0,14196486.0,11264594.0,83.32702,141.96486,112.64594,"['machine learning', 'java', 'python', 'kubernetes', 'sql', 'azure']"
